Time,Input1,output1,Input2,output2,Input3,output3,Input4,output4,,
35.1,-1.115478838,-0.27472051,-1.492579672,0.380347835,4.927976006,-0.055797311,0.621337265,-0.003348911,,
35.2,-1.537382307,-0.358697745,-0.209751397,0.337625716,2.400891695,-0.022028274,-1.412381601,0.011538992,,
35.3,-2.127993584,-0.446198376,1.471929756,0.294514428,-1.943139586,0.028412243,-1.902638897,0.013817955,,
35.4,-2.310306872,-0.540746627,2.598571606,0.265932301,-4.816641567,0.057351886,-0.313677648,0.000997611,,
35.5,-1.822548258,-0.642048531,2.506307869,0.260358275,-4.045005238,0.042889648,1.618072968,-0.01291175,,
35.6,-0.892573319,-0.744177197,1.251375762,0.274773046,-0.212189588,-0.004029608,1.781580893,-0.012709861,,
35.7,0.01922099,-0.83795459,-0.420712689,0.296324608,3.781206912,-0.047898571,-0.001836602,0.001381587,,
35.8,0.6250734,-0.915082127,-1.549820347,0.309757231,4.913061405,-0.055517974,-1.783247044,0.013965469,,
35.9,0.977170846,-0.970588043,-1.568179979,0.305945778,2.326808976,-0.021121508,-1.615911283,0.011287883,,
36,1.277636985,-1.002262892,-0.642198669,0.286210179,-2.020326097,0.029259939,0.317304863,-0.003723982,,
36.1,1.574056317,-1.009394373,0.46875109,0.25989923,-4.838518658,0.057498937,1.903767794,-0.014665099,,
36.2,1.685397618,-0.991480463,0.932067122,0.237113498,-3.995016762,0.042224553,1.409778512,-0.009578949,,
36.3,1.447781085,-0.950376634,0.389271116,0.22150574,-0.128165827,-0.005003644,-0.624827664,0.0059762,,
36.4,1.01246473,-0.890721971,-0.826877217,0.207840806,3.835678451,-0.048444585,-1.976617321,0.015001517,,
36.5,0.833812861,-0.818265568,-1.932761373,0.185721385,4.896757747,-0.05522282,-1.168344237,0.007633975,,
36.6,1.27084539,-0.736009162,-2.21331059,0.146816718,2.252068405,-0.020208831,0.916704492,-0.008075133,,
36.7,2.136078387,-0.641768513,-1.468764078,0.090817253,-2.096941408,0.03009956,1.999971442,-0.014958888,,
36.8,2.657416825,-0.530573469,-0.106155267,0.026381222,-4.859027769,0.057629958,0.897654085,-0.005494724,,
36.9,2.005121503,-0.401513312,1.15538362,-0.033239513,-3.943898787,0.04154786,-1.185626618,0.00997467,,
37,0.022608373,-0.264065374,1.742214265,-0.076881161,-0.044105831,-0.005976052,-1.973245357,0.014544353,,
37.1,-2.453140294,-0.137930061,1.53792077,-0.100312225,3.889065539,-0.048976746,-0.604486262,0.003220226,,
37.2,-4.026925305,-0.044542369,0.868211165,-0.106709074,4.879069643,-0.054912118,1.424860109,-0.011622527,,
37.3,-3.68090242,0.005087423,0.21415678,-0.103255117,2.176691113,-0.019290419,1.8971083,-0.013763829,,
37.4,-1.519465609,0.017924218,-0.117894648,-0.096640314,-2.172963855,0.030930503,0.296181825,-0.000863649,,
37.5,1.256957015,0.016092096,-0.144028345,-0.090386271,-4.8781631,0.057744381,-1.628414446,0.012980458,,
37.6,3.145458555,0.025010083,-0.100239737,-0.085125883,-3.891665764,0.040859062,-1.773466778,0.012639439,,
37.7,3.312260112,0.060101488,-0.206544783,-0.080750211,0.039966636,-0.006947058,0.019539141,-0.001514084,,
37.8,2.039473469,0.120450324,-0.491487613,-0.078285735,3.941353082,-0.049495356,1.791192536,-0.014013232,,
37.9,0.378902299,0.192571123,-0.797067143,-0.080041424,4.860002093,-0.054586089,1.605416833,-0.011198823,,
38,-0.646203503,0.26050177,-0.931772328,-0.088192993,2.100698411,-0.018366663,-0.334770839,0.003853384,,
38.1,-0.662005382,0.314905562,-0.83136462,-0.103219083,-2.248371947,0.031752512,-1.909118341,0.014694134,,
38.2,0.012355898,0.355963624,-0.599979575,-0.12351786,-4.895919241,0.057842391,-1.397166511,0.009476463,,
38.3,0.793927027,0.39007528,-0.414401122,-0.146471437,-3.838332461,0.040158542,0.64161972,-0.006097749,,
38.4,1.297371271,0.42439052,-0.385140904,-0.170027553,0.124027803,-0.007916168,1.979238944,-0.015008988,,
38.5,1.470893521,0.46324473,-0.491130244,-0.193604871,3.992526298,-0.050000074,1.153930496,-0.007518998,,
38.6,1.412566058,0.507619339,-0.630213634,-0.217829666,4.839560488,-0.05424466,-0.932402149,0.008186967,,
38.7,1.153906083,0.556045473,-0.725370278,-0.243609848,2.024111785,-0.01743776,-1.999798493,0.014945509,,
38.8,0.654340062,0.605135985,-0.784624493,-0.271466711,-2.323144363,0.032565621,-0.881799531,0.005370617,,
38.9,-0.028651788,0.649685005,-0.862904506,-0.301587652,-4.912291172,0.057924168,1.199836799,-0.010073977,,
39,-0.63808516,0.683610376,-0.968426477,-0.33422965,-3.783913956,0.039446814,1.970282167,-0.014510307,,
39.1,-0.855930399,0.702328142,-1.009672171,-0.369699359,0.208053903,-0.008882952,0.5875879,-0.003090268,,
39.2,-0.581120451,0.705231549,-0.843772671,-0.407545507,4.042570717,-0.050490509,-1.437226983,0.011706256,,
39.3,-0.064932944,0.696041573,-0.393438585,-0.445462587,4.817750607,-0.05388781,-1.89142907,0.013709678,,
39.4,0.26991327,0.680236848,0.269536714,-0.478895024,1.946952887,-0.016504032,-0.278662797,0.000730635,,
39.5,0.193180155,0.661392315,0.956395918,-0.50193899,-2.397259963,0.033369563,1.638628342,-0.013047027,,
39.6,-0.123082537,0.639493844,1.494101642,-0.509110211,-4.927274265,0.05798953,1.765213718,-0.01256708,,
39.7,-0.26940697,0.612679534,1.84990395,-0.496806762,-3.728425637,0.038724183,-0.03724015,0.001646174,,
39.8,-0.0105036,0.580676645,2.133483755,-0.46344781,0.292021182,-0.009847036,-1.798997693,0.014060645,,
39.9,0.439571874,0.546429313,2.459260878,-0.408470536,4.091472192,-0.050966269,-1.594796602,0.011109464,,
40,0.56575812,0.513934303,2.77722986,-0.331465707,4.794578617,-0.053515313,0.352210587,-0.003981958,,
40.1,0.0276654,0.483954903,2.828700096,-0.232627799,1.869243532,-0.015565017,1.914319314,-0.014721648,,
40.2,-0.959189639,0.451717849,2.301331983,-0.115023376,-2.470697792,0.034164555,1.384445045,-0.009373044,,
40.3,-1.712407647,0.409434855,1.097444197,0.013222984,-4.940864284,0.058039022,-0.658361508,0.006218891,,
40.4,-1.615676064,0.352321745,-0.485894074,0.138862226,-3.67188319,0.037990932,-1.981705499,0.01501526,,
40.5,-0.65972583,0.283335309,-1.835260873,0.246860272,0.375905898,-0.010807896,-1.139426348,0.007403292,,
40.6,0.486459246,0.212331728,-2.354536926,0.326024609,4.139216896,-0.051427397,0.948026755,-0.008298458,,
40.7,0.967834004,0.149702064,-1.852698141,0.37378698,4.770051069,-0.053127436,1.999468866,-0.014931045,,
40.8,0.40762112,0.099156988,-0.712647032,0.396910068,1.791005691,-0.014621442,0.86587589,-0.005246275,,
40.9,-0.806667991,0.055247546,0.308473826,0.40718058,-2.543437087,0.034950025,-1.213952975,0.010172225,,
41,-1.852022874,0.007499451,0.549285637,0.414347699,-4.953057385,0.058072313,-1.967164612,0.01447504,,
41.1,-2.131438122,-0.052223716,-0.115383133,0.420663468,-3.614302601,0.037246899,-0.570643502,0.002959897,,
41.2,-1.712780782,-0.124921281,-1.168668244,0.420597044,0.459684335,-0.011765837,1.449481254,-0.011789368,,
41.3,-1.195392903,-0.205604898,-1.775409821,0.406068029,4.185791331,-0.051874163,1.885601651,-0.013654712,,
41.4,-1.151730641,-0.28875056,-1.339765512,0.373825154,4.744174898,-0.052724795,0.261121937,-0.000597733,,
41.5,-1.641339911,-0.373052543,0.070318415,0.329975235,1.712261485,-0.013673998,-1.648713855,0.013112723,,
41.6,-2.200403111,-0.46154306,1.725115728,0.288338669,-2.615457284,0.035725361,-1.756822358,0.012493814,,
41.7,-2.274618811,-0.557402737,2.676938498,0.263314515,-4.963850123,0.058088839,0.05493824,-0.001778148,,
41.8,-1.685154335,-0.659395351,2.363237509,0.261640213,-3.555700151,0.036492174,1.806661903,-0.014106722,,
41.9,-0.726125494,-0.760787901,0.972495282,0.278332844,0.543332807,-0.012720691,1.584051424,-0.01101908,,
42,0.145083071,-0.852269144,-0.671835537,0.299514886,4.231182328,-0.052306507,-0.369622739,0.00411055,,
42.1,0.696591085,-0.926011862,-1.635749771,0.310420825,4.716957419,-0.052307506,-1.919370306,0.014748289,,
42.2,1.026773015,-0.977624737,-1.46307651,0.303554556,1.633033175,-0.012722905,-1.371615113,0.009269348,,
42.3,1.330492551,-1.005284019,-0.443200194,0.281934225,-2.686738019,0.036490335,0.675051715,-0.006338988,,
42.4,1.612348823,-1.008114008,0.609962741,0.255611936,-4.973239445,0.058088746,1.984016792,-0.015019758,,
42.5,1.67071472,-0.986098769,0.910541218,0.234024038,-3.496092408,0.035727072,1.124832929,-0.007286387,,
42.6,1.378465453,-0.941481675,0.213689822,0.219326076,0.626827663,-0.013671863,-0.963577085,0.008409908,,
42.7,0.950620991,-0.879295689,-1.043897885,0.205006654,4.275377056,-0.05272378,-1.998982585,0.014916222,,
42.8,0.86081521,-0.805112538,-2.051125799,0.180482137,4.688406328,-0.051875107,-0.84988441,0.00512234,,
42.9,1.401669673,-0.721130689,-2.155540129,0.138459835,1.553343162,-0.011768108,1.227974041,-0.010268875,,
43,2.273793983,-0.624375452,-1.264752604,0.080233255,-2.757259141,0.037245071,1.963892935,-0.014437784,,
43.1,2.645939042,-0.510014221,0.132859038,0.015653494,-4.981222696,0.05807226,0.553654395,-0.002828578,,
43.2,1.754035351,-0.378551863,1.310941303,-0.041912321,-3.435496224,0.034951662,-1.461621962,0.011872115,,
43.3,-0.394672117,-0.241437672,1.758772446,-0.082230006,0.710145299,-0.014619464,-1.879626501,0.013599213,,
43.4,-2.81867991,-0.119445654,1.444710405,-0.102408798,4.318363017,-0.053126723,-0.243560619,0.000465317,,
43.5,-4.116379045,-0.033089706,0.745160911,-0.106608037,4.658529697,-0.051428547,1.658670197,-0.013176797,,
43.6,-3.422639596,0.009356297,0.1321831,-0.102223526,1.473213977,-0.010810173,1.748293355,-0.012418945,,
43.7,-1.05276276,0.017909351,-0.138842537,-0.095520335,-2.82700071,0.037989236,-0.072632027,0.001910615,,
43.8,1.67206877,0.016232834,-0.134047324,-0.089440257,-4.98779762,0.058039297,-1.814184567,0.014152449,,
43.9,3.300216843,0.028893949,-0.103967681,-0.084321445,-3.373928731,0.034166502,-1.573182139,0.010928486,,
44,3.176015285,0.068736369,-0.244518715,-0.080151625,0.793262157,-0.015562661,0.387005933,-0.004238083,,
44.1,1.754629769,0.132214609,-0.547262049,-0.078216187,4.36012806,-0.053514208,1.92427092,-0.014773187,,
44.2,0.14193357,0.204654978,-0.835627241,-0.080925112,4.627335973,-0.05096704,1.358677718,-0.009164032,,
44.3,-0.717864048,0.27070104,-0.930366026,-0.090260647,1.392668275,-0.009848816,-0.691689033,0.00645963,,
44.4,-0.581312994,0.322613223,-0.796917253,-0.106332396,-2.895943009,0.03872295,-1.986172644,0.015024096,,
44.5,0.151021976,0.361969264,-0.561085309,-0.127263989,-4.992962358,0.057990305,-1.110151382,0.007170104,,
44.6,0.903177115,0.395665195,-0.397477856,-0.150427324,-3.311407337,0.033371964,0.979051922,-0.008519467,,
44.7,1.347336777,0.430538974,-0.395825924,-0.173985646,0.876154739,-0.016501233,1.998339691,-0.014898921,,
44.8,1.474906644,0.470331847,-0.51516432,-0.19760796,4.400660376,-0.053886453,0.833826344,-0.004996629,,
44.9,1.383988954,0.515544959,-0.650175077,-0.222036679,4.594833975,-0.050491071,-1.241898899,0.010366047,,
45,1.087453567,0.564371477,-0.736466652,-0.248143045,1.311728827,-0.008884754,-1.960467392,0.014400694,,
45.1,0.547729781,0.613106541,-0.795146572,-0.27637022,-2.964066546,0.039445651,-0.536621911,0.002698185,,
45.2,-0.145606596,0.65628985,-0.879974694,-0.306891181,-4.99671545,0.057924658,1.473648157,-0.011952882,,
45.3,-0.708997556,0.687895235,-0.983662508,-0.339994137,-3.247949718,0.032567715,1.873504088,-0.013540974,,
45.4,-0.841588385,0.703866253,-0.999855678,-0.375932871,0.958799607,-0.017435504,0.225980219,-0.000332625,,
45.5,-0.499985374,0.704382559,-0.788016555,-0.41401496,4.439948505,-0.054243598,-1.668496587,0.013239452,,
45.6,0.014661138,0.693706946,-0.292602087,-0.451551518,4.561032892,-0.050000957,-1.739627379,0.012342273,,
45.7,0.286259514,0.677236246,0.389121294,-0.483661915,1.230418517,-0.007918379,0.090320123,-0.002044194,,
45.8,0.146593569,0.657968604,1.060300885,-0.504382391,-3.031352061,0.040156908,1.821565094,-0.014198696,,
45.9,-0.170476132,0.635372765,1.564989137,-0.508470162,-4.999055834,0.057842337,1.5621896,-0.010839122,,
46,-0.254405058,0.607618761,1.89856019,-0.492691508,-3.183573816,0.031754073,-0.404358807,0.004362902,,
46.1,0.064191253,0.574956899,2.183899986,-0.455728745,1.041173397,-0.018364976,-1.929020773,0.014794209,,
46.2,0.497769342,0.54075887,2.518049363,-0.397085255,4.47798134,-0.054585853,-1.345633875,0.00905508,,
46.3,0.523770147,0.508778478,2.813719306,-0.316339581,4.525942281,-0.049497138,0.70827216,-0.0065826,,
46.4,-0.121731497,0.478894823,2.787301806,-0.214015849,1.148760335,-0.006950041,1.988172884,-0.015030169,,
46.5,-1.123349994,0.445514067,2.143402863,-0.093897676,-3.09778053,0.040856639,1.095382858,-0.007055938,,
46.6,-1.765396817,0.400897717,0.843697791,0.034946064,-4.999982849,0.057743676,-0.994450052,0.008625812,,
46.7,-1.503823005,0.3413468,-0.747882424,0.158641285,-3.11829783,0.030931275,-1.997540231,0.014878017,,
46.8,-0.455508818,0.271217607,-1.992645565,0.262383319,1.123252819,-0.019289523,-0.81770295,0.004868257,,
46.9,0.633187382,0.201000834,-2.338194527,0.336173987,4.514748128,-0.054912707,1.255726458,-0.010464571,,
47,0.945203574,0.140399566,-1.687561584,0.379105162,4.489572062,-0.048979362,1.956888252,-0.01436455,,
47.1,0.228869134,0.09157127,-0.510556397,0.399207343,1.066777367,-0.005979757,0.519547385,-0.002569564,,
47.2,-1.016913892,0.047777837,0.415331025,0.40843143,-3.163333172,0.041544705,-1.485558895,0.012030773,,
47.3,-1.95988088,-0.001578058,0.494055967,0.415540352,-4.999496232,0.057628607,-1.86723489,0.013481328,,
47.4,-2.097757016,-0.063623846,-0.286888217,0.421328534,-3.052140216,0.030099822,-0.208382113,0.00019701,,
47.5,-1.613307446,-0.13810614,-1.324213569,0.419353468,1.205014666,-0.020208377,1.678192254,-0.013304725,,
47.6,-1.14538558,-0.219515426,-1.782769407,0.401846239,4.550238473,-0.055223749,1.730825108,-0.012269227,,
47.7,-1.204414232,-0.302800425,-1.157735091,0.366957521,4.45193252,-0.048447385,-0.108001142,0.002172264,,
47.8,-1.747477606,-0.38752408,0.357860758,0.322389462,0.984492791,-0.00500745,-1.828802906,0.014237894,,
47.9,-2.258111727,-0.477106068,1.957464206,0.282654569,-3.227991454,0.04222158,-1.551074668,0.01074254,,
48,-2.218938714,-0.574244775,2.71764159,0.261389249,-4.997596122,0.057497723,0.421679999,-0.004494037,,
48.1,-1.536911992,-0.676730031,2.188123038,0.263466958,-2.98511968,0.029260325,1.933619493,-0.014821011,,
48.2,-0.562781316,-0.77711267,0.686170279,0.282025073,1.286435823,-0.021121013,1.332484605,-0.008952725,,
48.3,0.261027384,-0.866071595,-0.902517517,0.302399843,4.584442342,-0.055518893,-0.724799795,0.006698006,,
48.4,0.761611935,-0.936308544,-1.687670944,0.310558736,4.413034295,-0.047901512,-1.990017357,0.01502817,,
