Time,Input1,output1,Input2,output2,Input3,output3,Input4,output4,,
11,1.642652151,-1.005755879,0.722879262,0.251360586,-4.996034171,0.057148392,1.997630449,-0.01496656,,
11.1,1.646825655,-0.97974064,0.862555678,0.230986121,-2.949620807,0.028355807,0.819378691,-0.005026751,,
11.2,1.308575391,-0.931782462,0.031843423,0.216989851,1.329006779,-0.022222661,-1.254296457,0.01025746,,
11.3,0.901204539,-0.867225768,-1.242616937,0.201778108,4.60186853,-0.056435544,-1.957266707,0.014126447,,
11.4,0.904233107,-0.791362711,-2.138428256,0.174794294,4.392127923,-0.04849972,-0.521320716,0.002302654,,
11.5,1.535574078,-0.705575439,-2.073512677,0.129874045,0.858512468,-0.004514073,1.484328597,-0.012335133,,
11.6,2.391173477,-0.606227807,-1.057710326,0.069828194,-3.324808107,0.042155857,1.867892105,-0.01382612,,
11.7,2.600361241,-0.48881673,0.353063198,0.005498104,-4.991980192,0.0561275,0.210208631,-0.000569862,,
11.8,1.481097428,-0.355348025,1.43814679,-0.049823454,-2.88132119,0.026777468,-1.677192466,0.012924339,,
11.9,-0.79821903,-0.219093067,1.753635664,-0.086896687,1.409864245,-0.023720052,-1.731744626,0.011893036,,
12,-3.13441908,-0.101583625,1.346132548,-0.104091284,4.634092527,-0.057174742,0.106167174,-0.002548223,,
12.1,-4.146454517,-0.022127548,0.63135998,-0.106392254,4.351331972,-0.048283124,1.828058663,-0.014624378,,
12.2,-3.131890545,0.013765013,0.064204757,-0.101276164,0.775570132,-0.003778177,1.552233464,-0.011140307,,
12.3,-0.601038292,0.018876299,-0.15105491,-0.094546587,-3.387127723,0.042664628,-0.419884505,0.004098743,,
12.4,2.034875378,0.017978282,-0.124058128,-0.088618163,-4.986514844,0.055911765,-1.93314943,0.014445519,,
12.5,3.39852133,0.034484477,-0.112431287,-0.083613572,-2.812206945,0.025958678,-1.333853662,0.008602686,,
12.6,3.011585866,0.07866954,-0.285121594,-0.079657934,1.490323104,-0.024499231,0.723087735,-0.007032498,,
12.7,1.480183912,0.144656755,-0.599731705,-0.078276825,4.66500634,-0.05724403,1.989833246,-0.015358795,,
12.8,-0.061263582,0.216906064,-0.86676325,-0.081932622,4.309305782,-0.047457132,1.082073551,-0.007259867,,
12.9,-0.758257997,0.280894245,-0.92269983,-0.092381412,0.692408521,-0.002503789,-1.008184515,0.008432555,,
13,-0.488951209,0.330427701,-0.761495931,-0.109382271,-3.448489705,0.04364096,-1.996690722,0.014590013,,
13.1,0.28227678,0.368293335,-0.526324921,-0.130832499,-4.979639673,0.056102835,-0.803197819,0.004504962,,
13.2,0.997870043,0.401708608,-0.385982474,-0.154137541,-2.742297613,0.025499762,1.26803589,-0.010779093,,
13.3,1.386185946,0.437137291,-0.409257196,-0.177684073,1.570360608,-0.024958425,1.953550143,-0.014537192,,
13.4,1.473264921,0.477759581,-0.538238968,-0.20136755,4.694601229,-0.057035443,0.504209645,-0.002639206,,
13.5,1.351720195,0.523649691,-0.667600404,-0.226007062,4.266061234,-0.046405471,-1.496135064,0.011935555,,
13.6,1.017865403,0.572691622,-0.746169666,-0.252430338,0.609051147,-0.001063007,-1.86149177,0.013282421,,
13.7,0.442236389,0.620880089,-0.805938459,-0.281009485,-3.508876705,0.044726851,-0.192595829,-4.81E-05,,
13.8,-0.253095802,0.662544001,-0.89688298,-0.311916286,-4.971356622,0.056359159,1.686770327,-0.013466619,,
13.9,-0.76434485,0.691781105,-0.995914819,-0.345462667,-2.671612959,0.025077048,1.722820786,-0.01228819,,
14,-0.81479475,0.705098846,-0.984426176,-0.381830475,1.649954128,-0.025401382,-0.123840675,0.002219457,,
14.1,-0.418300168,0.703419748,-0.727448099,-0.420067266,4.722868826,-0.056832878,-1.835168085,0.014221521,,
14.2,0.083151546,0.691436858,-0.19198113,-0.457115019,4.221610553,-0.045390854,-1.541009576,0.010618914,,
14.3,0.290040565,0.674371587,0.502035602,-0.487815181,0.525521579,0.000303045,0.437176151,-0.00463134,,
14.4,0.097370772,0.654643003,1.154020785,-0.506197401,-3.56827165,0.045703291,1.937612389,-0.014850105,,
14.5,-0.20874322,0.631293491,1.62735202,-0.5072819,-4.961668033,0.056483969,1.320610778,-0.008853625,,
14.6,-0.228586031,0.602619539,1.94342829,-0.488184672,-2.600172967,0.024515785,-0.739564535,0.006818961,,
14.7,0.138566557,0.569398195,2.233359188,-0.447801232,1.729081162,-0.025981801,-1.991537988,0.01505335,,
14.8,0.541705134,0.535329427,2.573224044,-0.385663446,4.749801139,-0.056769401,-1.067143279,0.006862172,,
14.9,0.465104226,0.503815704,2.839964862,-0.301396494,4.175966309,-0.044526565,1.023433884,-0.008793164,,
15,-0.273546967,0.473850834,2.731427534,-0.195868962,0.441843431,0.001500103,1.995594559,-0.014795663,,
15.1,-1.269137809,0.439154971,1.975768367,-0.073609757,-3.626657747,0.046494325,0.78695402,-0.004578305,,
15.2,-1.790483199,0.392209608,0.595044277,0.055425461,-4.950576645,0.056418733,-1.281675976,0.010699578,,
15.3,-1.375822463,0.330457608,-0.986866321,0.176876122,-2.527997835,0.023773742,-1.949680524,0.014347317,,
15.4,-0.260775883,0.259529207,-2.117260012,0.276312195,1.807719337,-0.026726734,-0.487059071,0.002382642,,
15.5,0.750624391,0.190323296,-2.295411238,0.344983942,4.775390554,-0.056858584,1.507824313,-0.012116335,,
15.6,0.895161592,0.131702069,-1.516643024,0.383557305,4.129141405,-0.043813723,1.854945591,-0.01330296,,
15.7,0.044906227,0.084313584,-0.326034083,0.401122518,0.358040361,0.002538433,0.174967938,0.000120733,,
15.8,-1.207423845,0.040339208,0.493135291,0.409592922,-3.68401849,0.047120627,-1.696216035,0.013485596,,
15.9,-2.039425697,-0.010730767,0.417869865,0.416663034,-4.938085594,0.056193529,-1.713761967,0.012186104,,
16,-2.048508614,-0.074958984,-0.456632212,0.421767057,-2.455107969,0.022889121,0.141504472,-0.00235848,,
16.1,-1.519788397,-0.150967029,-1.455756326,0.417761457,1.88584642,-0.027591528,1.842133727,-0.014255655,,
16.2,-1.113072538,-0.232913521,-1.759886275,0.397373144,4.799629837,-0.057049823,1.529664955,-0.010505864,,
16.3,-1.268092295,-0.316311207,-0.960628177,0.360182062,4.08114908,-0.04319737,-0.454433545,0.004790259,,
16.4,-1.847198271,-0.401523876,0.632761248,0.315325372,0.274136064,0.0034766,-1.941923542,0.014914057,,
16.5,-2.297433794,-0.492209855,2.154623879,0.27776555,-3.74033766,0.047643596,-1.307264428,0.008798788,,
16.6,-2.148364429,-0.590492413,2.720797393,0.260193475,-4.924198413,0.055871751,0.755983393,-0.006876236,,
16.7,-1.388650136,-0.693230707,1.99553277,0.265636152,-2.381523978,0.021926573,1.993086698,-0.014985032,,
16.8,-0.412634159,-0.792392762,0.412618689,0.285558103,1.963440324,-0.028510744,1.052129399,-0.006670117,,
16.9,0.361659416,-0.878757873,-1.098833283,0.304782934,4.822512133,-0.057278516,-1.038603069,0.008977986,,
17,0.818245495,-0.945564842,-1.705398069,0.310183173,4.032002904,-0.04261397,-1.994342047,0.014854885,,
17.1,1.123304297,-0.989447722,-1.18898616,0.297681361,0.190154262,0.00437674,-0.770648565,0.004534274,,
17.2,1.432607689,-1.009042688,-0.057330183,0.2732743,-3.795599335,0.048123714,1.295215647,-0.010709268,,
17.3,1.667214293,-1.003654443,0.817549078,0.2477188,-4.908919026,0.055512054,1.945658152,-0.014221542,,
17.4,1.611252485,-0.973834271,0.783586634,0.228605841,-2.307266665,0.02094246,0.469870336,-0.002167938,,
17.5,1.232348904,-0.92280051,-0.173009151,0.215086632,2.040479109,-0.029431063,-1.519395428,0.012275438,,
17.6,0.860984602,-0.856150447,-1.44132816,0.198581102,4.844030973,-0.057494301,-1.848254083,0.013321357,,
17.7,0.968927854,-0.778765717,-2.202673061,0.168777493,3.98171677,-0.042016507,-0.157326339,-0.000176635,,
17.8,1.684273858,-0.691131982,-1.959434829,0.120833419,0.106118697,0.005282348,1.705528849,-0.013470941,,
17.9,2.49681197,-0.589036894,-0.827925743,0.059134663,-3.849787891,0.048601325,1.70456888,-0.012036416,,
18,2.513550907,-0.468544926,0.575831873,-0.004594988,-4.892251754,0.05515157,-0.159157183,0.002556417,,
18.1,1.158725184,-0.333392039,1.550037855,-0.057327882,-2.232357025,0.019970715,-1.848955042,0.014358207,,
18.2,-1.226439817,-0.198694955,1.727443193,-0.09097598,2.116940996,-0.030321889,-1.518200488,0.010469227,,
18.3,-3.429556472,-0.086481044,1.233570296,-0.105209916,4.864180275,-0.057670483,0.471655336,-0.004862414,,
18.4,-4.119417769,-0.014448462,0.515943663,-0.105762629,3.930304897,-0.041381915,1.946082551,-0.014884051,,
18.5,-2.781061449,0.014939096,0.002901669,-0.100075477,0.02205313,0.006212839,1.293815658,-0.008645509,,
18.6,-0.121467619,0.017197889,-0.156947294,-0.093417045,-3.902888006,0.04909288,-0.772343022,0.007034218,,
18.7,2.380566383,0.017878004,-0.114194627,-0.087679778,-4.874201309,0.054803767,-1.994479256,0.015019065,,
18.8,3.451459944,0.038831386,-0.126981566,-0.082827448,-2.156816236,0.019021868,-1.037033088,0.006582039,,
18.9,2.805311507,0.087533663,-0.332247212,-0.079170717,2.192804365,-0.031175749,1.053690884,-0.009057578,,
19,1.191003762,0.155818393,-0.653726204,-0.078473184,4.88295434,-0.05780193,1.992933284,-0.014809458,,
19.1,-0.250664125,0.227600366,-0.893416823,-0.083205028,3.877781819,-0.040707764,0.754282732,-0.004388335,,
19.2,-0.772905868,0.289383771,-0.908264221,-0.094842595,-0.062018672,0.007169217,-1.30865384,0.01081708,,
19.3,-0.377513135,0.336636852,-0.722022083,-0.112781978,-3.954884669,0.049596428,-1.941483344,0.014190092,,
19.4,0.418513256,0.373285226,-0.492505723,-0.134721946,-4.854772795,0.05446558,-0.452644789,0.002044475,,
19.5,1.088081785,0.406733692,-0.378668771,-0.158145801,-2.080665657,0.018091696,1.530847503,-0.012346835,,
19.6,1.41880023,0.442980034,-0.426451246,-0.181691006,2.268047769,-0.03199784,1.841417769,-0.013256716,,
19.7,1.466094554,0.48462113,-0.562456315,-0.205470305,4.900347861,-0.057895673,0.139672413,0.000309409,,
19.8,1.311899103,0.531308174,-0.684380493,-0.23036832,3.824162387,-0.040002079,-1.714708039,0.013526729,,
19.9,0.937350657,0.580603832,-0.755852388,-0.257141993,-0.14607294,0.008142233,-1.695242245,0.011951665,,
20,0.327092029,0.62818761,-0.818379778,-0.286100581,-4.005763179,0.050103798,0.176797425,-0.002694063,,
20.1,-0.361443721,0.668204895,-0.915199011,-0.31742528,-4.833971705,0.054127823,1.855631497,-0.014405001,,
20.2,-0.809352754,0.69496063,-1.005845943,-0.351450474,-2.003926817,0.017170366,1.506617075,-0.010382788,,
20.3,-0.773379864,0.705617252,-0.961119375,-0.38824716,2.342649934,-0.032798585,-0.488840174,0.004977601,,
20.4,-0.32904967,0.701862081,-0.655456027,-0.426561638,4.91635592,-0.057962273,-1.950089089,0.014890862,,
20.5,0.146581328,0.688750527,-0.08119487,-0.46294569,3.76946176,-0.039275879,-1.28026552,0.00852428,,
20.6,0.28203935,0.671215316,0.619913577,-0.491985637,-0.230085909,0.009120452,0.78864214,-0.007164008,,
20.7,0.04201438,0.651048895,1.247642597,-0.507753897,-4.05550915,0.050602793,1.995715552,-0.015029188,,
20.8,-0.240480165,0.626922796,1.688587158,-0.505584169,-4.811803918,0.053779387,1.021855528,-0.006475459,,
20.9,-0.189524543,0.597364397,1.990219586,-0.482949239,-1.926621412,0.016247706,-1.068696144,0.009150159,,
21,0.218478006,0.563721188,2.28745035,-0.438936364,2.416589768,-0.03358769,-1.99136838,0.014772421,,
21.1,0.574020639,0.529943912,2.629907443,-0.373091243,4.930973991,-0.058011419,-0.737857803,0.004247775,,
21.2,0.383462401,0.498940808,2.857267375,-0.285118684,3.713695404,-0.038538564,1.321989505,-0.010921829,,
21.3,-0.441689274,0.468743621,2.653902855,-0.176320452,-0.314033827,0.010095152,1.937156426,-0.014158476,,
21.4,-1.409282598,0.432466599,1.780607472,-0.052070277,-4.104108518,0.051085846,0.435383779,-0.001924673,,
21.5,-1.789442693,0.383007701,0.326455007,0.076768551,-4.788275704,0.053413481,-1.54217964,0.012410746,,
21.6,-1.220021593,0.319112018,-1.226343484,0.195445657,-1.848771299,0.015317545,-1.834437185,0.013182327,,
21.7,-0.058210839,0.247670022,-2.22138335,0.290093435,2.489846367,-0.034370908,-0.122007544,-0.000452786,,
21.8,0.849111088,0.17979674,-2.222577231,0.353390438,4.944197942,-0.058047818,1.723752887,-0.013593735,,
21.9,0.81316339,0.12328559,-1.324324904,0.387632165,3.656879084,-0.037794431,1.685782792,-0.011879461,,
22,-0.16087775,0.077184493,-0.142136004,0.402870474,-0.397892958,0.01106256,-0.194423815,0.002816285,,
22.1,-1.39585699,0.032705647,0.549125095,0.410772325,-4.151547543,0.051549701,-1.862162569,0.014434623,,
22.2,-2.099015235,-0.020357355,0.314046564,0.417787174,-4.763393714,0.053027555,-1.494915622,0.010278694,,
22.3,-1.980828034,-0.086856415,-0.639564985,0.421961151,-1.770398489,0.014378008,0.505986713,-0.005109785,,
22.4,-1.42504436,-0.164315183,-1.574443401,0.415600707,2.562399018,-0.035149349,1.953942843,-0.014914147,,
22.5,-1.095903529,-0.246714476,-1.703591663,0.392158087,4.956024033,-0.058073014,1.266615078,-0.008420089,,
22.6,-1.348,-0.330265248,-0.729358482,0.352802229,3.599028866,-0.037044544,-0.80487947,0.007275646,,
22.7,-1.948651047,-0.416128733,0.920989872,0.308078028,-0.481639595,0.012022075,-1.996795489,0.015020512,,
22.8,-2.321252999,-0.508069456,2.335073714,0.273184232,-4.197812812,0.051994402,-1.006597908,0.006350858,,
22.9,-2.056048228,-0.607494314,2.686702832,0.259601819,-4.737164983,0.052622097,1.083617675,-0.009259239,,
23,-1.226178002,-0.710292417,1.767449462,0.268352332,-1.691525138,0.013430159,1.989647457,-0.014751042,,
23.1,-0.26048941,-0.80792674,0.126101822,0.289277701,2.634227209,-0.035921826,0.721375064,-0.004123226,,
23.2,0.458438448,-0.891388863,-1.279628515,0.306913063,4.966448921,-0.05808547,-1.335221595,0.011009939,,
23.3,0.873934847,-0.954509611,-1.691440188,0.309288445,3.540161104,-0.03628763,-1.932677738,0.014110709,,
23.4,1.173836497,-0.994392837,-1.019496492,0.294142418,-0.565250058,0.012974954,-0.418088657,0.001790426,,
23.5,1.482965503,-1.009827602,0.131362595,0.268779373,-4.242891246,0.052421451,1.553390951,-0.012487199,,
23.6,1.683092412,-1.000243193,0.884914296,0.24396862,-4.709596927,0.052199274,1.827312878,-0.013119561,,
23.7,1.565573161,-0.966556921,0.676964615,0.226110506,-1.612173547,0.012476225,0.104333117,0.000584388,,
23.8,1.15591343,-0.912483489,-0.387187871,0.21283085,2.705310632,-0.036686258,-1.732662684,0.013648831,,
23.9,0.835165744,-0.843777675,-1.624888905,0.194743392,4.975469659,-0.058083221,-1.676191263,0.011796874,,
24,1.052450814,-0.764796789,-2.236970501,0.161994081,3.480292442,-0.03552207,0.212034973,-0.002947714,,
24.1,1.836758317,-0.675114377,-1.81899742,0.11117647,-0.648700711,0.013923025,1.868547745,-0.014472,,
24.2,2.57919442,-0.570088479,-0.590247008,0.048192701,-4.286770098,0.052832909,1.483097047,-0.010182192,,
24.3,2.385639186,-0.446574867,0.785598934,-0.014531246,-4.680697339,0.051761045,-0.523093608,0.005233731,,
24.4,0.804979553,-0.310154998,1.638160236,-0.064419929,-1.53236615,0.011518407,-1.957643511,0.014929033,,
24.5,-1.649851899,-0.177660547,1.681477559,-0.094619688,2.775629191,-0.03744038,-1.252865399,0.008308547,,
24.6,-3.67985791,-0.071275761,1.114755396,-0.106045794,4.983083696,-0.058064456,0.82105374,-0.007392836,,
24.7,-4.031942086,-0.006761106,0.407035877,-0.105050816,3.419439806,-0.034746146,1.997718983,-0.015016544,,
24.8,-2.390927462,0.016552247,-0.047658477,-0.098926532,-0.731967957,0.014867609,0.991261425,-0.006231417,,
24.9,0.353108952,0.016678513,-0.156854166,-0.092371956,-4.329436964,0.053229903,-1.098454308,0.009362055,,
25,2.683276486,0.019536524,-0.106227649,-0.086803158,-4.65047439,0.051308797,-1.987770652,0.014723235,,
25.1,3.453245353,0.045099653,-0.147525773,-0.082094384,-1.452125512,0.010558076,-0.704835808,0.003993285,,
25.2,2.570722378,0.098011645,-0.382965908,-0.078774815,2.845163003,-0.038182974,1.348349074,-0.011101968,,
25.3,0.907761946,0.168061541,-0.705258701,-0.078823089,4.98928888,-0.058028479,1.928047629,-0.014066352,,
25.4,-0.412150306,0.238904251,-0.913280486,-0.084663026,3.357620402,-0.033959517,0.400760779,-0.001660299,,
25.5,-0.760340024,0.298289294,-0.887801664,-0.097462978,-0.815028257,0.015808714,-1.564480559,0.012558685,,
25.6,-0.254795086,0.343317316,-0.681329623,-0.116263648,-4.37087978,0.053612597,-1.820045406,0.013052194,,
25.7,0.550319673,0.378900131,-0.462254382,-0.138611043,-4.618936626,0.050842804,-0.086650515,-0.000719164,,
25.8,1.168033787,0.412485995,-0.376231781,-0.162107986,-1.371474319,0.009595393,1.741436731,-0.013705832,,
25.9,1.443386749,0.449552365,-0.446206819,-0.185651639,2.91389241,-0.038914391,1.666468409,-0.011715719,,
26,1.453545337,0.492131907,-0.586094707,-0.209551485,4.994083456,-0.057975519,-0.229629518,0.003076231,,
26.1,1.265864153,0.539480254,-0.699524264,-0.234725187,3.294851707,-0.03316276,-1.874786526,0.014505686,,
26.2,0.849709209,0.58884332,-0.765274815,-0.261860451,-0.897858126,0.016745951,-1.471162276,0.010082265,,
26.3,0.209280496,0.635591774,-0.832010827,-0.291195496,-4.411086829,0.053980692,0.540159522,-0.00535985,,
26.4,-0.462819902,0.673735035,-0.933578573,-0.322948446,-4.586092962,0.050362907,1.961190804,-0.014945309,,
26.5,-0.839857034,0.697869418,-1.011949643,-0.357456104,-1.290435372,0.008630423,1.239017562,-0.008198908,,
26.6,-0.719623568,0.705862799,-0.930136312,-0.394649034,2.981797981,-0.039634445,-0.837163682,0.007506834,,
26.7,-0.238916309,0.700136157,-0.575484405,-0.432944309,4.997466069,-0.057905855,-1.998485961,0.015008635,,
26.8,0.19951797,0.685998813,0.033331536,-0.468509501,3.231151468,-0.032356392,-0.975847279,0.006108598,,
26.9,0.262449924,0.668003534,0.735493788,-0.495718484,-0.980434146,0.01767857,1.113204879,-0.00946718,,
27,-0.014668098,0.647316927,1.335563281,-0.508741709,-4.450046744,0.054333594,1.98573811,-0.014697455,,
27.1,-0.261871954,0.62233126,1.745647449,-0.50325049,-4.551952685,0.04986901,0.68824133,-0.003866321,,
27.2,-0.139222688,0.591897371,2.037096989,-0.477049151,-1.209031584,0.007663386,-1.361370914,0.01118983,,
27.3,0.297151242,0.55792752,2.343362694,-0.429406453,3.048860516,-0.040342694,-1.923266463,0.014017575,,
27.4,0.589859126,0.524511747,2.683754683,-0.359846093,4.999435761,-0.057819095,-0.383401502,0.001526775,,
27.5,0.282365305,0.493945146,2.862226008,-0.268201357,3.166537694,-0.031540167,1.575447594,-0.012632479,,
27.6,-0.614498001,0.463293241,2.556622682,-0.156284898,-1.06273297,0.018606975,1.812635339,-0.012986772,,
27.7,-1.531889124,0.425206039,1.568026232,-0.030357632,-4.48774851,0.054671994,0.068961124,0.00085113,,
27.8,-1.759702962,0.373182585,0.054616036,0.097852264,-4.516525447,0.049361534,-1.750074342,0.0137592,,
27.9,-1.046202752,0.30734126,-1.449519774,0.213346558,-1.12728597,0.006694578,-1.656614992,0.011631422,,
28,0.136758297,0.235714984,-2.296084755,0.302987865,3.115061055,-0.041039416,0.247206072,-0.003206837,,
28.1,0.919143454,0.169406741,-2.122999121,0.360975688,4.999991977,-0.057716272,1.880878423,-0.014540131,,
28.2,0.702915822,0.114976696,-1.123565919,0.391183306,3.101028654,-0.030715182,1.459112243,-0.009983268,,
28.3,-0.374325125,0.069900001,0.027039665,0.404438511,-1.144731331,0.019529931,-0.557183115,0.005483983,,
28.4,-1.567942584,0.024614704,0.57730981,0.411959436,-4.524181467,0.054994721,-1.964584442,0.014959014,,
28.5,-2.133642882,-0.030577929,0.188570593,0.418854528,-4.479821265,0.048840111,-1.225072652,0.008087371,,
28.6,-1.900064977,-0.099260882,-0.82210318,0.421862336,-1.045221642,0.005723872,0.853208036,-0.007621406,,
28.7,-1.337529563,-0.177977396,-1.66912692,0.412941767,3.180380882,-0.041724418,1.999096363,-0.015000702,,
28.8,-1.09669731,-0.260706646,-1.614279481,0.386471505,4.99913456,-0.057596831,0.960356678,-0.005986292,,
28.9,-1.438642845,-0.34444,-0.477748962,0.345258425,3.034642868,-0.029881398,-1.127868235,0.009570796,,
29,-2.0432024,-0.431062951,1.202328132,0.301115583,-1.226406045,0.020447395,-1.983549991,0.014669615,,
29.1,-2.325774939,-0.524296097,2.483936966,0.2692284,-4.559335314,0.055301103,-0.671592931,0.003738282,,
29.2,-1.946856174,-0.624733332,2.614776763,0.259664381,-4.441850515,0.048303989,1.374286094,-0.01127749,,
29.3,-1.060018353,-0.727328443,1.517925571,0.271419496,-0.962861801,0.00475002,1.918334615,-0.013968256,,
29.4,-0.116199075,-0.823160915,-0.153249271,0.292887919,3.244801528,-0.042399728,0.366012188,-0.00139353,,
29.5,0.545997247,-0.903534451,-1.430641195,0.308578735,4.99686375,-0.057463665,-1.586291197,0.012704954,,
29.6,0.926547637,-0.962881373,-1.645097814,0.307865319,2.967399107,-0.029041965,-1.805083257,0.012920275,,
29.7,1.225308555,-0.998712576,-0.835791118,0.290297109,-1.307734021,0.021356055,-0.051266331,-0.000982891,,
29.8,1.530513459,-1.009965334,0.308030215,0.2643013,-4.593200114,0.055590007,1.758574839,-0.013811073,,
29.9,1.689382278,-0.996198953,0.92340866,0.240426982,-4.402623932,0.047752056,1.646631783,-0.011545551,,
30,1.510671839,-0.958743543,0.544688158,0.22375193,-0.880229732,0.003773913,-0.264763258,0.003337844,,
30.1,1.081759337,-0.901792931,-0.606556096,0.210429753,3.30830478,-0.043062923,-1.886822958,0.014574407,,
30.2,0.825612168,-0.83115505,-1.789760414,0.190464272,4.993180192,-0.057313092,-1.446947892,0.009884674,,
30.3,1.153667238,-0.750557029,-2.24057777,0.15466638,2.89931638,-0.028192846,0.574163054,-0.00560631,,
30.4,1.988848532,-0.658672809,-1.654532333,0.101149393,-1.388692265,0.022260671,1.967824161,-0.014970189,,
30.5,2.634031453,-0.550601721,-0.348411753,0.037248457,-4.62576629,0.055865043,1.21103176,-0.007973809,,
30.6,2.216059731,-0.424210857,0.979590593,-0.024099392,-4.362152609,0.047189038,-0.869185542,0.007736663,,
30.7,0.424488679,-0.287008414,1.702184214,-0.070944596,-0.797348799,0.002798737,-1.999550142,0.014992889,,
30.8,-2.061171263,-0.157367336,1.617603763,-0.097726593,3.370872685,-0.043712275,-0.944790836,0.005864891,,
30.9,-3.880355779,-0.057279055,0.992168323,-0.106535817,4.988084925,-0.057145242,1.142443225,-0.009670888,,
31,-3.885062077,-0.000263339,0.306058951,-0.104207959,2.830413939,-0.027334218,1.981206467,-0.014640111,,
31.1,-1.968027953,0.017513516,-0.087749374,-0.097780036,-1.469257888,0.023160548,0.654891914,-0.003609927,,
31.2,0.815024676,0.01627781,-0.152091644,-0.091364256,-4.657024636,0.056125763,-1.387093603,0.011363739,,
31.3,2.939192124,0.021904251,-0.101257154,-0.085954375,-4.320447985,0.04661414,-1.91325247,0.013916868,,
31.4,3.405887683,0.052208827,-0.174099546,-0.081401766,-0.714242434,0.001824134,-0.348594197,0.001258788,,
31.5,2.313486054,0.109020718,-0.43637483,-0.078477469,3.432487552,-0.044347928,1.597010519,-0.012778165,,
31.6,0.635528698,0.180348933,-0.753341832,-0.079344104,4.981579391,-0.056959817,1.797389751,-0.012854742,,
31.7,-0.544257803,0.249893843,-0.926097953,-0.086327615,2.760711262,-0.026466904,0.033567521,0.001112258,,
31.8,-0.722576276,0.306803557,-0.861928175,-0.100260063,-1.549408111,0.024054541,-1.766937557,0.013859451,,
31.9,-0.123851594,0.349758535,-0.640347342,-0.119848095,-4.686966315,0.05637104,-1.636519566,0.01145612,,
32,0.675936698,0.384496721,-0.436086256,-0.142531517,-4.277521854,0.046026247,0.282299701,-0.003471417,,
32.1,1.237727802,0.418376913,-0.378484747,-0.166069799,-0.630934132,0.000849037,1.892619665,-0.014610499,,
32.2,1.460558317,0.456317303,-0.467957321,-0.189622288,3.493131962,-0.04497124,1.434670178,-0.00978832,,
32.3,1.435709783,0.499811128,-0.608780346,-0.213670497,4.973665428,-0.056758459,-0.591098009,0.005725354,,
32.4,1.213297588,0.547741675,-0.713131528,-0.239138933,2.690228056,-0.025592388,-1.970909706,0.014977063,,
32.5,0.755218528,0.597038682,-0.774761614,-0.266629464,-1.629120275,0.02494149,-1.196895988,0.007856532,,
32.6,0.090189733,0.642772733,-0.846869023,-0.296357432,-4.715582861,0.056600129,0.885094951,-0.007854744,,
32.7,-0.555555046,0.678885095,-0.951515504,-0.328549377,-4.23338635,0.045425091,1.999847261,-0.014987182,,
32.8,-0.855422725,0.700331433,-1.013470621,-0.363540007,-0.547447449,-0.00012653,0.929150972,-0.005746211,,
32.9,-0.654970755,0.705733801,-0.891104934,-0.401086071,3.552788768,-0.045582002,-1.156928707,0.009769769,,
33,-0.150148116,0.698194329,-0.487959308,-0.439252441,4.964345275,-0.056541473,-1.97870772,0.014605033,,
33.1,0.240875341,0.683161188,0.150589398,-0.473835255,2.61898425,-0.024710937,-0.638139587,0.003475851,,
33.2,0.232360943,0.664734951,0.847910135,-0.499043964,-1.708371842,0.02582095,1.399792437,-0.011455481,,
33.3,-0.070438782,0.643472084,1.417695444,-0.509198243,-4.742866183,0.056812581,1.908020428,-0.013871583,,
33.4,-0.271772371,0.617585555,1.799182467,-0.50032503,-4.188053953,0.044810527,0.331148894,-0.001131813,,
33.5,-0.078985882,0.586330566,2.084679381,-0.470558456,-0.463805987,-0.001102458,-1.607604719,0.012841963,,
33.6,0.371786071,0.552158376,2.400798856,-0.419253288,3.611441103,-0.046180305,-1.789555425,0.012779368,,
33.7,0.587526247,0.519176759,2.733369402,-0.345969404,4.953621566,-0.056308821,-0.015866081,-0.001250861,,
33.8,0.163146958,0.488960565,2.853212929,-0.250696976,2.546999986,-0.023822868,1.77516184,-0.013916297,,
33.9,-0.788277351,0.457631724,2.439141871,-0.135836062,-1.787140405,0.026692862,1.626279132,-0.011375685,,
34,-1.633833302,0.417534421,1.33964947,-0.008568522,-4.768808567,0.057009098,-0.299814027,0.003594716,,
34.1,-1.701484486,0.362944884,-0.217271565,0.118576677,-4.141537479,0.04418315,-1.898268091,0.01463535,,
34.2,-0.85807682,0.295396057,-1.653406176,0.230502113,-0.380033395,-0.002078531,-1.42228006,0.009681085,,
34.3,0.319706984,0.223918043,-2.340569516,0.314966817,3.669072386,-0.046766024,0.607986653,-0.00585379,,
34.4,0.959049176,0.159371092,-1.99884021,0.367761442,4.941497334,-0.056060801,1.973840836,-0.014992492,,
34.5,0.56676654,0.106944495,-0.918327983,0.394254145,2.474295616,-0.022928707,1.182666442,-0.007747942,,
34.6,-0.591048877,0.062603788,0.178214043,0.405862731,-1.865403696,0.027556492,-0.900935014,0.007963135,,
34.7,-1.720784789,0.016221792,0.577298053,0.413152827,-4.79340268,0.057188587,-1.999987698,0.014971744,,
34.8,-2.144016658,-0.041204126,0.044325246,0.41982692,-4.09385008,0.043542595,-0.913438311,0.005619126,,
34.9,-1.809551813,-0.111961631,-0.999905375,0.421422341,-0.296153357,-0.003054519,1.171323548,-0.009873957,,
35,-1.260137826,-0.191751219,-1.736914114,0.409768165,3.725666323,-0.047339071,1.976053948,-0.014576288,,
